Name,Level,Element,Damage,Damage Low,Damage High,STR,DEX,INT,CHA,LUK,END,WIS,Crit,Bonus,Melee Def,Pierce Def,Magic Def,Block,Parry,Dodge,All,Immobility,Health,Mana,Shrink,???,Bacon,Darkness,Disease,Energy,Evil,Fear,Fire,Good,Ice,Light,Metal,Nature,None,Poison,Silver,Stone,Water,Wind,Immobility+All,Health+All,Mana+All,Shrink+All,???+All,Bacon+All,Darkness+All,Disease+All,Energy+All,Evil+All,Fear+All,Fire+All,Good+All,Ice+All,Light+All,Metal+All,Nature+All,None+All,Poison+All,Silver+All,Stone+All,Water+All,Wind+All,DA,DC,Rare,Seasonal,DM,Guardian,Special Offer,Has Special,Item Type,Attack Type,Name No Link,Link
Neo Grove Tender's Blade,30,Nature,54,46,62,4,4,4,0,0,4,4,4,4,0,0,0,6,6,6,0,0,-1,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Scythe,Magic/Pierce/Melee,Neo Grove Tender's Blade,http://forums2.battleon.com/f/fb.asp?m=22395615
Neo Grove Tender's Blade,10,Nature,31,23,39,2,2,2,0,0,2,2,2,1,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Scythe,Magic/Pierce/Melee,Neo Grove Tender's Blade,http://forums2.battleon.com/f/fb.asp?m=22395614
Pirate's Bane V,90,Metal,95,80,110,16,16,16,0,10,10,0,10,12,8,8,8,0,0,0,9,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Pirate's Bane V,http://forums2.battleon.com/f/fb.asp?m=22395525
Pirate's Bane IV,70,Metal,83,71,95,9,9,9,0,8,8,0,6,9,6,6,6,0,0,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Pirate's Bane IV,http://forums2.battleon.com/f/fb.asp?m=22395524
Pirate's Bane III,50,Metal,70,58,82,6,6,6,0,6,6,0,6,7,4,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Pirate's Bane III,http://forums2.battleon.com/f/fb.asp?m=22395523
Pirate's Bane II,30,Metal,55,43,67,4,4,4,0,4,4,0,4,4,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Pirate's Bane II,http://forums2.battleon.com/f/fb.asp?m=22395522
Pirate's Bane I,10,Metal,31,20,42,2,2,2,0,2,2,0,2,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Pirate's Bane I,http://forums2.battleon.com/f/fb.asp?m=22395521
Notha's Fatecrusher,1,Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Axe,Melee,Notha's Fatecrusher,http://forums2.battleon.com/f/fb.asp?m=22395097
Notha's Fatepiercer,1,Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Dagger,Pierce,Notha's Fatepiercer,http://forums2.battleon.com/f/fb.asp?m=22395098
Notha's Fatecaster,1,Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Staff,Magic,Notha's Fatecaster,http://forums2.battleon.com/f/fb.asp?m=22395096
Notha's Experimental Axe,1,Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Axe,Melee,Notha's Experimental Axe,http://forums2.battleon.com/f/fb.asp?m=22395093
Notha's Experimental Dagger,1,Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Notha's Experimental Dagger,http://forums2.battleon.com/f/fb.asp?m=22395094
Notha's Experimental Staff,1,Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staff,Magic,Notha's Experimental Staff,http://forums2.battleon.com/f/fb.asp?m=22395095
Claw of the Enigmatic Star,1,???,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Claw of the Enigmatic Star,http://forums2.battleon.com/f/fb.asp?m=22394556
Scythe of the Soul's Song,1,???,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Scythe,Magic/Pierce/Melee,Scythe of the Soul's Song,http://forums2.battleon.com/f/fb.asp?m=22394554
The Sword for Some Monsters,1,Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,The Sword for Some Monsters,http://forums2.battleon.com/f/fb.asp?m=22394026
The Sword for Other Monsters,1,Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,The Sword for Other Monsters,http://forums2.battleon.com/f/fb.asp?m=22394025
Forgotten Spear,1,Metal,11,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Forgotten Spear,http://forums2.battleon.com/f/fb.asp?m=22393279
Long Forgotten Spear,1,Metal,11,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Long Forgotten Spear,http://forums2.battleon.com/f/fb.asp?m=22393280
Unreal ShadowReaper of Doom,85,Darkness,100,84,116,50,13,13,-10,-13,8,8,15,10,3,3,3,3,3,3,10,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,0,0,0,0,0,0,Axe,Melee,Unreal ShadowReaper of Doom,http://forums2.battleon.com/f/fb.asp?m=22392690
Unreal Twin Blades of Doom,85,Darkness,100,84,116,13,50,13,-10,-13,8,8,15,10,3,3,3,3,3,3,10,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,0,0,0,0,0,0,Dagger,Pierce,Unreal Twin Blades of Doom,http://forums2.battleon.com/f/fb.asp?m=22392691
Unreal Skullstaff of Doom,85,Darkness,100,84,116,13,13,50,-10,-13,8,8,15,10,3,3,3,3,3,3,10,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,0,0,0,0,0,0,Staff,Magic,Unreal Skullstaff of Doom,http://forums2.battleon.com/f/fb.asp?m=22392688
Doomed Dragon Amulet Scythe of the Elements IX,90,Darkness / Energy / Stone / Fire / Wind / Ice / Water / Light,96,86,106,18,18,18,8,0,10,12,15,10,9,9,9,3,3,3,0,10,-5,0,0,0,0,15,0,0,0,0,15,0,15,0,0,0,0,8,8,0,0,0,10,-5,0,0,0,0,15,0,0,0,0,15,0,15,0,0,0,0,8,8,0,0,0,2,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Doomed Dragon Amulet Scythe of the Elements IX,http://forums2.battleon.com/f/fb.asp?m=22392678
Doomed Dragon Amulet Scythe of the Elements VIII,80,Darkness / Energy / Stone / Fire / Wind / Ice / Water / Light,91,82,100,14,14,14,5,0,7,10,14,8,9,9,9,0,3,2,0,8,-3,0,0,0,0,13,0,0,0,0,13,0,13,0,0,0,0,6,6,0,0,0,8,-3,0,0,0,0,13,0,0,0,0,13,0,13,0,0,0,0,6,6,0,0,0,2,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Doomed Dragon Amulet Scythe of the Elements VIII,http://forums2.battleon.com/f/fb.asp?m=22392677
Doomed Dragon Amulet Scythe of the Elements VII,70,Darkness / Energy / Stone / Fire / Wind / Ice / Water / Light,86,78,94,10,10,10,4,0,5,8,10,6,7,7,7,0,3,1,0,6,-3,0,0,0,0,13,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,6,-3,0,0,0,0,13,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Doomed Dragon Amulet Scythe of the Elements VII,http://forums2.battleon.com/f/fb.asp?m=22392675
Doomed Dragon Amulet Scythe of the Elements VI,60,Darkness / Energy / Stone / Fire / Wind / Ice / Water / Light,79,70,88,8,8,8,4,0,4,7,9,6,6,6,6,2,2,2,0,6,-3,0,0,0,0,13,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,6,-3,0,0,0,0,13,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Doomed Dragon Amulet Scythe of the Elements VI,http://forums2.battleon.com/f/fb.asp?m=22392674
Doomed Dragon Amulet Scythe of the Elements V,50,Darkness / Energy / Stone / Fire / Wind / Ice / Water / Light,72,65,79,6,6,6,3,0,4,6,8,5,5,5,5,2,2,2,0,1,-2,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Doomed Dragon Amulet Scythe of the Elements V,http://forums2.battleon.com/f/fb.asp?m=22392673
Doomed Dragon Amulet Scythe of the Elements IV,40,Darkness / Energy / Stone / Fire / Wind / Ice / Water / Light,65,54,76,5,5,5,3,0,4,5,6,4,4,4,4,1,1,1,0,1,-2,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Doomed Dragon Amulet Scythe of the Elements IV,http://forums2.battleon.com/f/fb.asp?m=22392672
Doomed Dragon Amulet Scythe of the Elements III,30,Darkness / Energy / Stone / Fire / Wind / Ice / Water / Light,56,48,64,4,4,4,2,0,3,4,4,3,3,3,3,1,1,1,0,1,-1,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Doomed Dragon Amulet Scythe of the Elements III,http://forums2.battleon.com/f/fb.asp?m=22392671
Doomed Dragon Amulet Scythe of the Elements II,20,Darkness / Energy / Stone / Fire / Wind / Ice / Water / Light,46,35,57,3,3,3,1,0,3,3,3,3,2,2,2,1,1,1,0,1,-1,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Doomed Dragon Amulet Scythe of the Elements II,http://forums2.battleon.com/f/fb.asp?m=22392670
Doomed Dragon Amulet Scythe of the Elements I,10,Darkness / Energy / Stone / Fire / Wind / Ice / Water / Light,33,27,39,2,2,2,0,0,2,2,2,2,1,1,1,0,0,0,0,1,-1,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Doomed Dragon Amulet Scythe of the Elements I,http://forums2.battleon.com/f/fb.asp?m=22392669
Dragon's Wing VI,90,Silver,93,79,107,16,0,0,10,0,10,10,13,10,8,8,8,2,2,2,0,5,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,11,11,0,5,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,11,11,0,2,2,0,0,0,0,0,0,Sword,Melee,Dragon's Wing VI,http://forums2.battleon.com/f/fb.asp?m=21365474
Dragon's Quill VI,90,Silver,93,79,107,0,16,0,10,0,10,10,13,10,8,8,8,2,2,2,0,5,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,11,11,0,5,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,11,11,0,2,2,0,0,0,0,0,0,Dagger,Pierce,Dragon's Quill VI,http://forums2.battleon.com/f/fb.asp?m=21369892
Dragon's Plume VI,90,Silver,93,79,107,0,0,16,10,0,10,10,13,10,8,8,8,2,2,2,0,5,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,11,11,0,5,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,11,11,0,2,2,0,0,0,0,0,0,Staff,Magic,Dragon's Plume VI,http://forums2.battleon.com/f/fb.asp?m=21381486
Dragon Eye VI,90,Disease,93,79,107,16,0,0,10,0,10,10,13,10,8,8,8,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,11,11,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,11,11,0,1,0,0,0,0,0,0,0,Sword,Melee,Dragon Eye VI,http://forums2.battleon.com/f/fb.asp?m=22391641
Dragon Oculus VI,90,Disease,93,79,107,0,16,0,10,0,10,10,11,10,8,8,8,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,11,11,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,11,11,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Dragon Oculus VI,http://forums2.battleon.com/f/fb.asp?m=22391640
Dragon Orbit VI,90,Disease,93,79,107,0,0,16,10,0,10,10,13,10,8,8,8,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,11,11,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,11,11,0,1,0,0,0,0,0,0,0,Staff,Magic,Dragon Orbit VI,http://forums2.battleon.com/f/fb.asp?m=22391642
Frostscythe III,90,Ice,96,92,100,20,20,20,10,15,5,5,12,12,5,5,5,5,5,5,10,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Frostscythe III,http://forums2.battleon.com/f/fb.asp?m=22390712
Frostscythe II,60,Ice,84,80,88,16,16,16,8,12,4,4,8,8,4,4,4,4,4,4,7,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Frostscythe II,http://forums2.battleon.com/f/fb.asp?m=22390711
Frostscythe I,30,Ice,70,65,75,10,10,10,4,6,3,3,5,5,2,2,2,2,2,2,5,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Frostscythe I,http://forums2.battleon.com/f/fb.asp?m=22390710
Hanzamune Dragon Koi Blade,1,???,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Hanzamune Dragon Koi Blade,http://forums2.battleon.com/f/fb.asp?m=22389829
Thawsprout Blade,1,Nature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Sword,Melee,Thawsprout Blade,http://forums2.battleon.com/f/fb.asp?m=22389813
Thawsprout Dagger,1,Nature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Dagger,Pierce,Thawsprout Dagger,http://forums2.battleon.com/f/fb.asp?m=22389815
Thawsprout Staff,1,Nature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Staff,Magic,Thawsprout Staff,http://forums2.battleon.com/f/fb.asp?m=22389814
Hive Ranger's Halberd,1,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Scythe,Magic/Pierce/Melee,Hive Ranger's Halberd,http://forums2.battleon.com/f/fb.asp?m=22388877
Creatioux Claw III,90,???,94,92,96,13,13,13,0,6,0,0,24,24,5,5,5,5,5,5,5,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,1,Scythe,Magic/Pierce/Melee,Creatioux Claw III,http://forums2.battleon.com/f/fb.asp?m=22388869
Creatioux Claw II,70,???,83,81,85,8,8,8,0,4,0,0,16,16,3,3,3,3,3,3,4,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,1,Scythe,Magic/Pierce/Melee,Creatioux Claw II,http://forums2.battleon.com/f/fb.asp?m=22388868
Creatioux Claw I,50,???,70,68,72,5,5,5,0,3,0,0,12,12,2,2,2,2,2,2,3,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,1,Scythe,Magic/Pierce/Melee,Creatioux Claw I,http://forums2.battleon.com/f/fb.asp?m=22388867
Warlic's Gift III,90,Fire,96,93,99,20,20,20,5,0,0,5,15,15,5,5,5,5,5,5,10,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,1,0,0,0,0,0,1,Scythe,Magic/Pierce/Melee,Warlic's Gift III,http://forums2.battleon.com/f/fb.asp?m=22388873
Warlic's Gift II,60,Fire,84,81,87,16,16,16,4,0,0,4,10,10,4,4,4,4,4,4,7,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,0,1,Scythe,Magic/Pierce/Melee,Warlic's Gift II,http://forums2.battleon.com/f/fb.asp?m=22388872
Warlic's Gift I,30,Fire,57,54,60,6,6,6,3,0,0,3,5,5,1,1,1,1,1,1,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,1,Scythe,Magic/Pierce/Melee,Warlic's Gift I,http://forums2.battleon.com/f/fb.asp?m=22388871
Tarnished Relic DeathKnight Blade,90,Darkness,92.5,80,105,15,15,15,0,0,12,12,12,12,6,6,6,4,4,4,0,0,0,0,0,0,0,11,0,0,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Tarnished Relic DeathKnight Blade,http://forums2.battleon.com/f/fb.asp?m=22388622
Relic DeathKnight Blade,90,Darkness,97.5,85,110,15,15,15,0,0,12,12,12,12,6,6,6,4,4,4,0,0,0,0,0,0,0,11,0,0,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,5,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Relic DeathKnight Blade,http://forums2.battleon.com/f/fb.asp?m=22387781
Zeclem's Relic Blade,90,Darkness,97.5,85,110,15,15,15,0,0,12,12,12,12,6,6,6,4,4,4,0,0,0,0,0,0,0,11,0,0,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Zeclem's Relic Blade,http://forums2.battleon.com/f/fb.asp?m=22387782
Exalted Spear,1,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Exalted Spear,http://forums2.battleon.com/f/fb.asp?m=22387673
Frozen Spirit Sword IX,90,Ice,93,91,95,15,15,15,0,15,0,0,12,10,9,9,9,9,9,9,0,0,-3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Sword,Melee,Frozen Spirit Sword IX,http://forums2.battleon.com/f/fb.asp?m=22387590
Frozen Spirit Dagger IX,90,Ice,93,91,95,15,15,15,0,15,0,0,12,10,9,9,9,9,9,9,0,0,-3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Dagger,Pierce,Frozen Spirit Dagger IX,http://forums2.battleon.com/f/fb.asp?m=22387566
Frozen Spirit Staff IX,90,Ice,93,91,95,15,15,15,0,15,0,0,12,10,9,9,9,9,9,9,0,0,-3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Staff,Magic,Frozen Spirit Staff IX,http://forums2.battleon.com/f/fb.asp?m=22387580
Frozen Spirit Sword VIII,80,Ice,88,86,90,13,13,13,0,13,0,0,11,9,8,8,8,8,8,8,0,0,-2,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Sword,Melee,Frozen Spirit Sword VIII,http://forums2.battleon.com/f/fb.asp?m=22387589
Frozen Spirit Dagger VIII,80,Ice,88,86,90,13,13,13,0,13,0,0,11,9,8,8,8,8,8,8,0,0,-2,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Dagger,Pierce,Frozen Spirit Dagger VIII,http://forums2.battleon.com/f/fb.asp?m=22387565
